區域,廠區,客戶別,Ngày tháng,產品類型,Linh kiện,SN Number,Hiện tượng,維修方式,Hạng mục lỗi,維修數量,維修工時,節省金額/USD,結果
CHV,CHVP2,A31(AFT）,2025-11-14,DUDC類,DUDC Plus,TPE-20250516-153,USB 接口損壞,换接口,可能外力,1.0,1.5,,OK
CHV,CHVP2,A31(AFT）,2025-11-14,DUDC類,DUDC Plus,TPE-20250516-165,USB 接口損壞,换接口,可能外力,1.0,1.5,,OK
CHV,CHVP2,A31(AFT）,2025-11-14,DUDC類,DUDC Plus,TPE-20250516-024,USB 接口損壞,换接口,可能外力,1.0,1.5,,OK
CHV,CHVP2,A31(AFT）,2025-11-14,DUDC類,DUDC Plus,TPE-20250516-178,USB 接口損壞,换接口,可能外力,1.0,1.5,,OK
CHV,CHVP2,A31(AFT）,2025-11-14,DUDC類,DUDC Plus,TPE-20250516-123,USB 接口損壞,换接口,可能外力,1.0,1.5,,OK
CHV,CHVP2,A31(AFT）,2025-11-14,DUDC類,DUDC Plus,TPE-20250516-094,USB 接口損壞,换接口,可能外力,1.0,1.5,,OK
CHV,CHVP2,A31(AFT）,2025-11-15,DUDC類,DUDC Plus,TPE-20250516-003,USB 接口損壞,换接口,可能外力,1.0,1.5,,OK
CHV,CHVP2,A31(AFT）,2025-11-15,DUDC類,DUDC Plus,TPE-20250516-014,USB 接口損壞,换接口,可能外力,1.0,1.5,,OK
CHV,CHVP2,A31(AFT）,2025-11-15,DUDC類,DUDC Plus,TPE-20250516-101,fail gen2,换接口 USB,自然磨損,1.0,1.5,,NG
CHV,CHVP2,A31(AFT）,2025-11-17,DUDC類,DUDC Plus,TPE-20250516-005,USB 接口損壞,换接口,可能外力,1.0,1.5,,OK
CHV,CHVP2,A31(AFT）,2025-11-17,DUDC類,DUDC Plus,TPE-20250516-010,USB 接口損壞,换接口,可能外力,1.0,1.5,,OK
CHV,CHVP2,A31(AFT）,2025-11-17,DUDC類,DUDC Plus,TPE-20250516-147,USB 接口損壞,换接口,可能外力,1.0,1.5,,OK
CHV,CHVP2,A31(AFT）,2025-11-17,DUDC類,DUDC Plus,TPE-20250516-087,USB 接口損壞,换接口,可能外力,1.0,1.5,,OK
CHV,CHVP2,A31(AFT）,2025-11-17,DUDC類,DUDC Plus,TPE-20250516-115,USB 接口損壞,换接口,可能外力,1.0,1.5,,OK
CHV,CHVP2,A31(AFT）,2025-11-17,DUDC類,DUDC Plus,TPE-20250516-106,USB 接口損壞,换接口,可能外力,1.0,1.5,,OK
CHV,CHVP2,A31(AFT）,2025-11-17,DUDC類,DUDC Plus,TPE-20250516-015,USB 接口損壞,换接口,可能外力,1.0,1.5,,OK
CHV,CHVP2,A31(AFT）,2025-11-18,TypeC類,TypeC3 Plus,TPE-20250417-057,Fail 3.2 speed,格式化磁盘修复 ,自然磨損,1.0,1.0,,OK
CHV,CHVP2,A31(AFT）,2025-11-18,TypeC類,TypeC3 Plus,TPE-20250417-006,Fail 3.2 speed,格式化磁盘修复 ,自然磨損,1.0,1.0,,OK
CHV,CHVP2,A31(AFT）,2025-11-18,HDMI類,HDMI2.1,TPE-20230816-003,"fail audio,no start",fan cleaning,自然磨損,1.0,1.0,,OK
CHV,CHVP2,A31(SMT）,2025-11-19,TypeC類,TypeC2,TPE-20221205-061,power接口損壞,换接口,自然磨損,1.0,2.0,,OK
CHV,CHVP2,A31(SMT）,2025-11-19,TypeC類,TypeC3 Plus,TPE-20250211-108,"Fail 3.2 speed,fail TBT",换IC U45,自然磨損,1.0,2.0,,OK
CHV,CHVP2,A31(SMT）,2025-11-19,TypeC類,TypeC3 Plus,TPE-2025,更新FW3.00版本,更新FW3.00版本,自然磨損,15.0,8.0,,OK
CHV,CHVP2,A31(AFT）,2025-11-21,DP類,DP1.4,TPE-20210623-093,白屏,"换case卡,更新FW",自然磨損,1.0,1.0,,OK
CHV,CHVP2,A31(AFT）,2025-11-21,USB類,簡易USB,TPE-20221117-421,接口損壞,更換CONN,自然磨損,1.0,1.0,,OK
CHV,CHVP2,A31(AFT）,2025-11-21,USB類,簡易USB,TPE-20221117-386,接口損壞,更換CONN,自然磨損,1.0,1.0,,OK
CHV,CHVP2,A31(AFT）,2025-11-21,USB類,簡易USB,KS-20190828-159,接口損壞,更換CONN,自然磨損,1.0,1.0,,OK
CHV,CHVP2,A31(AFT）,2025-11-24,DUDC類,DUDC Plus,TPE-20250516-126,更新FW,更新最新版1.04D,自然磨損,1.0,1.0,,OK
CHV,CHVP2,A31(AFT）,2025-11-24,DUDC類,DUDC Plus,TPE-20250516-127,更新FW,更新最新版1.04D,自然磨損,1.0,1.0,,OK
CHV,CHVP2,A31(AFT）,2025-11-24,DUDC類,DUDC Plus,TPE-20250516-089,更新FW,更新最新版1.04D,自然磨損,1.0,1.0,,OK
CHV,CHVP2,A31(AFT）,2025-11-24,DUDC類,DUDC Plus,TPE-20250516-013,更新FW,更新最新版1.04D,自然磨損,1.0,1.0,,OK
CHV,CHVP2,A31(AFT）,2025-11-24,DUDC類,DUDC Plus,TPE-20250516-154,更新FW,更新最新版1.04D,自然磨損,1.0,1.0,,OK
CHV,CHVP2,A31(AFT）,2025-11-25,DUDC類,DUDC Plus,TPE-20250516-108,USB 接口損壞,换接口,可能外力,1.0,1.5,,OK
CHV,CHVP2,A31(AFT）,2025-11-26,TypeC類,TypeC3 Plus,TPE-20250417-183,Fail 3.2 speed,格式化磁盘修复 ,自然磨損,1.0,1.0,,OK
CHV,CHVP2,A31(AFT）,2025-11-26,TypeC類,TypeC3 Plus,TPE-20250417-235,Fail 3.2 speed,格式化磁盘修复 ,自然磨損,1.0,1.0,,OK
CHV,CHVP2,A31(AFT）,2025-11-26,TypeC類,TypeC2,TPE-20210315-091,接口損壞,换接口,自然磨損,1.0,1.5,,OK
CHV,CHVP2,A31(AFT）,2025-11-28,TypeC類,TypeC3 Plus,TPE-20250417-006,ASSY O 测试fail 2.0 bulk,改速度成 hight speed,自然磨損,1.0,1.0,,OK
CHV,CHVP2,A31(AFT）,2025-11-28,TypeC類,TypeC3 Plus,TPE-20250417-057,ASSY O 测试fail 2.0 bulk,改速度成 hight speed,自然磨損,1.0,1.0,,OK
CHV,CHVP2,A31(AFT）,2025-11-28,TypeC類,TypeC3,TPE-20240130-055,fail 4K,重更新EDID,自然磨損,1.0,1.0,,OK
CHV,CHVP2,A31(AFT）,2025-12-02,TypeC類,TypeC2,TPE-20210315-084,接口損壞,换接口,自然磨損,1.0,1.5,,OK
CHV,CHVP2,A31(AFT）,2025-12-02,TypeC類,TypeC2,TPE-20210315-297,接口損壞,换接口,自然磨損,1.0,1.5,,OK
CHV,CHVP2,A31(AFT）,2025-12-02,DUDC類,DUDC Plus,TPE-20250516-124,USB 接口損壞,换接口,可能外力,1.0,1.5,,OK
CHV,CHVP2,A31(AFT）,2025-12-02,USB類,簡易USB,TPE-20221117-439,接口損壞,更換CONN,自然磨損,1.0,1.0,,OK
CHV,CHVP2,A31(AFT）,2025-12-02,USB類,簡易USB,TPE-20221117-394,接口損壞,更換CONN,自然磨損,1.0,1.0,,OK
CHV,CHVP2,A31(AFT）,2025-12-04,TypeC類,TypeC2,TPE-20210315-265,接口損壞,"换接口,rework barrel",自然磨損,1.0,2.0,,OK
CHV,CHVP2,A31(AFT）,2025-12-04,TypeC類,TypeC2,TPE-20210315-054,"接口損壞,pin pad notgood","换接口,跳线",自然磨損,1.0,2.0,,OK
CHV,CHVP2,A31(AFT）,2025-12-04,TypeC類,TypeC2,TPE-20210315-278,"接口損壞,pin pad notgood",报废,可能外力,1.0,1.0,,报废
CHV,CHVP2,A31(AFT）,2025-12-04,TypeC類,TypeC2,TPE-20221205-262,"接口損壞,pin pad notgood",报废,自然磨損,1.0,1.0,,报废
CHV,CHVP2,A31(AFT）,2025-12-08,HDMI類,HDMI2.1,TPE-20230425-088,"no power,电容短路",把消PWC91,自然磨損,1.0,2.0,,OK
CHV,CHVP2,A31(AFT）,2025-12-10,TypeC類,TypeC2,TPE-20210315-025,接口損壞,换接口,自然磨損,1.0,1.5,,OK
CHV,CHVP2,A31(AFT）,2025-12-10,TypeC類,TypeC2,TPE-20221205-036,接口損壞,换接口,自然磨損,1.0,1.5,,OK
CHV,CHVP2,A31(AFT）,2025-12-12,TypeC類,TypeC2,TPE-20221205-082,更新FW,更新FW,自然磨損,1.0,1.0,,OK
CHV,CHVP2,A31(AFT）,2025-12-12,HDMI類,HDMI2.0,TPE-20230822-285,更新FW,更新FW,自然磨損,1.0,1.0,,OK
CHV,CHVP2,A31(AFT）,2025-12-12,HDMI類,HDMI2.0,TPE-20230822-035,更新FW,更新FW,自然磨損,1.0,1.0,,OK
CHV,CHVP2,A31(AFT）,2025-12-12,HDMI類,HDMI2.0,TPE-20230822-296,更新FW,更新FW,自然磨損,1.0,1.0,,OK
CHV,CHVP2,A31(SMT）,2025-12-12,TypeC類,USB TypeC,TPE-20190123-134,接口損壞,换接口,自然磨損,1.0,1.0,,OK
CHV,CHVP2,A31(SMT）,2025-12-13,TypeC類,USB TypeC,TPE-20190123-174 ,接口損壞,换接口,自然磨損,1.0,1.0,,OK
CHV,CHVP2,A31(SMT）,2025-12-13,TypeC類,USB TypeC,TPE-20190123-149,接口損壞,换接口,自然磨損,1.0,1.0,,OK
CHV,CHVP2,A31(SMT）,2025-12-13,TypeC類,USB TypeC,TPE-20190123-048,接口損壞,换接口,自然磨損,1.0,1.0,,OK
CHV,CHVP2,A31(SMT）,2025-12-13,TypeC類,USB TypeC,TPE-20190123-073,接口損壞,换接口,自然磨損,1.0,1.0,,OK
CHV,CHVP2,A31(SMT）,2025-12-13,TypeC類,USB TypeC,TPE-20190123-001,接口損壞,"换接口,更新FW",自然磨損,1.0,1.0,,OK
CHV,CHVP2,A31(SMT）,2025-12-13,TypeC類,USB TypeC,TPE-20221206-001,接口損壞,换接口,自然磨損,1.0,1.0,,OK
CHV,CHVP2,A31(SMT）,2025-12-13,TypeC類,USB TypeC,TPE-20190123-219,接口損壞,换接口,自然磨損,1.0,1.0,,OK
CHV,CHVP2,A31(SMT）,2025-12-15,TypeC類,USB TypeC,TPE-20221206-004,接口損壞,换接口，更新FW,自然磨損,1.0,1.0,,OK
CHV,CHVP2,A31(SMT）,2025-12-15,TypeC類,USB TypeC,TPE-20221115-076,接口損壞,换接口，更新FW,自然磨損,1.0,1.0,,OK
CHV,CHVP2,A31(SMT）,2025-12-15,TypeC類,USB TypeC,TPE-20190123-109,接口損壞,"换接口,更新FW",自然磨損,1.0,1.0,,OK
CHV,CHVP2,A31(SMT）,2025-12-16,TypeC類,USB TypeC,TPE-20190123-104 ,接口損壞,"换接口,更新FW",自然磨損,1.0,1.0,,OK
CHV,CHVP2,A31(SMT）,2025-12-16,TypeC類,USB TypeC,TPE-20190123-056,接口損壞,"换接口,更新FW",自然磨損,1.0,1.0,,OK
CHV,CHVP2,A31(SMT）,2025-12-16,TypeC類,TypeC2,TPE-20210315-058,"接口損壞,IC MUXU1 NG",换接口，换IC,自然磨損,1.0,2.0,,OK
CHV,CHVP2,A31(SMT）,2025-12-16,TypeC類,TypeC2,TPE-20221205-108,"接口損壞,IC MUXU1 NG",换接口，换IC,自然磨損,1.0,2.0,,OK
CHV,CHVP2,A31(AFT）,2025-12-18,TypeC類,TypeC3 Plus,TPE-20250211-059,Fail 3.2 speed,格式化磁盘修复 ,自然磨損,1.0,1.0,,OK
CHV,CHVP2,A31(AFT）,2025-12-18,TypeC類,TypeC3 Plus,TPE-20250417-200,没有 VBUS,"换 USD41,49",自然磨損,1.0,2.0,,OK
CHV,CHVP2,A31(AFT）,2025-12-18,TypeC類,TypeC3 Plus,TPE-20250211-157,没有 VBUS,"换 USD41,42,49",自然磨損,1.0,2.0,,OK
CHV,CHVP2,A31(AFT）,2025-12-23,VSB類,VSB DP,TPE-20250102-075,"接口損壞,fail DP2",换接口,自然磨損,1.0,1.5,,OK
CHV,CHVP2,A31(AFT）,2025-12-23,TypeC類,TypeC2,TPE-20210315-127,接口損壞,"换接口,rework barrel",自然磨損,1.0,2.0,,OK
CHV,CHVP2,A31(AFT）,2025-12-23,TypeC類,TypeC2,TPE-20221205-196 ,更新FW28ROM,更新FW28ROM,自然磨損,1.0,1.0,,OK
CHV,CHVP2,A31(AFT）,2025-12-24,TypeC類,TypeC2,TPE-20210315-132,接口損壞,换接口,自然磨損,1.0,1.0,,OK
CHV,CHVP2,A31(AFT）,2025-12-24,TypeC類,TypeC2,TPE-20221205-036,接口損壞,换接口,自然磨損,1.0,1.0,,OK
CHV,CHVP2,A31(AFT）,2025-12-24,HDMI類,HDMI2.1,TPE-20250418-006,夹具NG->不能插线,把夹具,自然磨損,1.0,1.0,,OK
CHV,CHVP2,A31(AFT）,2025-12-24,DP類,DP1.4,TPE-20210623-095,白屏,"换case卡,更新FW",自然磨損,1.0,1.0,,OK
CHV,CHVP2,A31(AFT）,2025-12-24,DUDC類,DUDC Plus,TPE-20250516-102,USB 接口損壞,换接口,可能外力,1.0,1.5,,OK
CHV,CHVP2,A31(AFT）,2025-12-29,TypeC類,TypeC3 Plus,TPE-20250211-054,没有 VBUS,"换 USD41,42,49",自然磨損,1.0,2.0,,OK
CHV,CHVP2,A31(AFT）,2025-12-29,TypeC類,TypeC3 Plus,TPE-20250211-031,Fail 3.2 speed,格式化磁盘修复 ,自然磨損,1.0,1.0,,OK
CHV,CHVP2,A31(AFT）,2025-12-29,TypeC類,TypeC3 Plus,TPE-20250211-044,Fail 3.2 speed,格式化磁盘修复 ,自然磨損,1.0,1.0,,OK
CHV,CHVP2,A31(AFT）,2025-12-29,HDMI類,HDMI2.1,TPE-20250604-027,夹具NG->不能插线,把夹具,自然磨損,1.0,1.0,,OK
CHV,CHVP2,A31(AFT）,2025-12-30,TypeC類,TypeC3,TPE-20240130-055,用旧版,更新4.90.3 版本,自然磨損,1.0,1.5,,OK
CHV,CHVP2,A31(AFT）,2025-12-30,DP類,DP1.4,TPE-20210624-029,白屏,"换case卡,更新FW",自然磨損,1.0,1.0,,OK
CHV,CHVP2,A31(AFT）,2025-12-30,DP類,DP1.4,TPE-20250605-014,白屏,"换case卡,更新FW",自然磨損,1.0,1.0,,OK
CHV,CHVP2,A31(AFT）,2025-12-30,DP類,DP1.4,TPE-20210624-084,白屏,"换case卡,更新FW",自然磨損,1.0,1.0,,OK
CHV,CHVP2,A31(AFT）,2026-01-05,DP類,DP1.4,TPE-20210624-078,白屏,"换case卡,更新FW",自然磨損,1.0,1.0,,OK
CHV,CHVP2,A31(AFT）,2026-01-05,HDMI類,HDMI2.1,TPE-20230425-038 ,not power,把电容c91,自然磨損,1.0,1.0,,OK
CHV,CHVP2,A31(AFT）,2026-01-05,TypeC類,TypeC3 Plus,TPE-20250211-062,没有 VBUS,"换 USD41,42,49,SWR420-421,SWU20",自然磨損,1.0,4.0,,OK
CHV,CHVP2,A31(AFT）,2026-01-06,TypeC類,TypeC3 Plus,TPE-20250211-057,没有 VBUS,"换 USD40-53,SWR420-421,SWU20",自然磨損,1.0,4.0,,OK
CHV,CHVP2,A31(AFT）,2026-01-07,DUDC類,DUDC Plus,TPE-20250516-089,USB 接口損壞,换接口,可能外力,1.0,1.5,,OK
CHV,CHVP2,A31(AFT）,2026-01-07,DUDC類,DUDC Plus,TPE-20250516-002,USB 接口損壞,换接口,可能外力,1.0,1.5,,OK
CHV,CHVP2,A31(AFT）,2026-01-08,TypeC類,TypeC2,TPE-20210315-109,接口損壞,"换接口,rework barrel",自然磨損,1.0,2.0,,OK
CHV,CHVP2,A31(AFT）,2026-01-08,TypeC類,TypeC3 Plus,TPE-20250211-063,没有 VBUS,"换 USD40-53,SWR420-421,SWU20",自然磨損,1.0,4.0,,OK
CHV,CHVP2,A31(AFT）,2026-01-10,TypeC類,TypeC2,TPE-20221205-251,接口損壞,"换接口,跳线",自然磨損,1.0,2.0,,OK
CHV,CHVP2,A31(AFT）,2026-01-12,DP類,DP1.4,TPE-20210624-001,白屏,"换case卡,更新FW",自然磨損,1.0,1.0,,OK
CHV,CHVP2,A31(AFT）,2026-01-12,TypeC類,TypeC3,TPE-20240130-056,用旧版,更新4.90.3 版本,自然磨損,1.0,1.5,,OK
CHV,CHVP2,A31(AFT）,2026-01-15,VSB類,VSB DP,TPE-20250213-072 ,"接口損壞,fail DP2",换接口,自然磨損,1.0,1.5,,OK
CHV,CHVP2,A31(AFT）,2026-01-16,DUDC類,DUDC Plus,TPE-20250516-128,USB 接口損壞,换接口,可能外力,1.0,1.5,,OK
CHV,CHVP2,A31(AFT）,2026-01-16,DUDC類,DUDC Plus,TPE-20250516-040,USB 接口損壞,换接口,可能外力,1.0,1.5,,OK
CHV,CHVP2,A31(AFT）,2026-01-16,DUDC類,DUDC Plus,TPE-20250516-156,USB 接口損壞,换接口,可能外力,1.0,1.5,,OK
CHV,CHVP2,A31(AFT）,2026-01-17,VSB類,VSB DP,TPE-20250213-069,"接口損壞,fail DP2",换接口,自然磨損,1.0,1.5,,OK
CHV,CHVP2,A31(AFT）,2026-01-17,VSB類,VSB DP,TPE-20250102-064,"接口損壞,fail DP2",换接口,自然磨損,1.0,1.5,,OK
CHV,CHVP2,A31(AFT）,2026-01-17,VSB類,VSB DP,TPE-20250826-027,"接口損壞,fail HDMI",换接口,自然磨損,1.0,1.5,,OK
CHV,CHVP2,A31(AFT）,2026-01-19,TypeC類,TypeC3 Plus,TPE-20250417-193,没有 VBUS,"换 USD41,42,49",自然磨損,1.0,2.0,,OK
CHV,CHVP2,A31(AFT）,2026-01-19,TypeC類,TypeC3 Plus,TPE-20250211-116,Fail 3.2 speed,格式化磁盘修复 ,自然磨損,1.0,1.0,,OK
CHV,CHVP2,A31(AFT）,2026-01-19,TypeC類,TypeC3 Plus,TPE-20250417-059,Fail 3.2 speed,格式化磁盘修复 ,自然磨損,1.0,1.0,,OK
CHV,CHVP2,A31(AFT）,2026-01-20,TypeC類,TypeC2,TPE-20221205-151,Fail 3.0 bulk,换接口，更新FX,自然磨損,1.0,2.0,,OK
CHV,CHVP2,A31(AFT）,2026-01-20,TypeC類,TypeC3 Plus,TPE-20250210-174,"没有VBUS,短路","换 USD40-53,SWR420-421,SWU20",自然磨損,1.0,4.0,,OK
CHV,CHVP2,A31(AFT）,2026-01-20,TypeC類,TypeC2,TPE-20210315-027,Fail 3.0 bulk,"换接口，更新FX,rework barrel",自然磨損,1.0,2.0,,OK
CHV,CHVP2,A31(AFT）,2026-01-21,TypeC類,TypeC3 Plus,TPE-20250417-006,"没有VBUS,短路","换 USD40-53,SWR420-421,SWU20,MUXU1",自然磨損,1.0,12.0,,OK
CHV,CHVP2,A31(AFT）,2026-01-23,VSB類,VSB DP,TPE-20250102-053,"接口損壞,fail DP2","换接口,换电容",自然磨損,1.0,2.0,,OK
CHV,CHVP2,A31(AFT）,2026-01-27,VSB類,VSB DP,TPE-20250213-083,"接口損壞,fail DP2","换接口,换电容,换IC",自然磨損,1.0,2.0,,OK
CHV,CHVP2,A31(AFT）,2026-01-27,HDMI類,HDMI2.0,TPE-20230822-060,"更新FW,屏幕没有反应",更新FW，换IC,自然磨損,1.0,1.5,,OK
CHV,CHVP2,A31(AFT）,2026-01-27,HDMI類,HDMI2.0,TPE-20230822-061,"更新FW,屏幕没有反应",更新FW，换IC,自然磨損,1.0,1.5,,OK
CHV,CHVP2,A31(AFT）,2026-01-27,TypeC類,TypeC2,TPE-20210315-041,Fail 3.0 bulk,"换接口，更新FX,rework barrel",自然磨損,1.0,2.0,,OK
CHV,CHVP2,A31(AFT）,2026-01-28,DUDC類,DUDC Plus,TPE-20250516-126,USB 接口損壞,换接口,锡缺乏症,1.0,1.5,,OK
CHV,CHVP2,A31(AFT）,2026-01-28,DUDC類,DUDC Plus,TPE-20250516-147,USB 接口損壞,换接口,锡缺乏症,1.0,1.5,,OK
CHV,CHVP2,A31(AFT）,2026-01-28,DUDC類,DUDC Plus,TPE-20250516-007,USB 接口損壞,换接口,锡缺乏症,1.0,1.5,,OK
CHV,CHVP2,A31(AFT）,2026-01-28,DUDC類,DUDC Plus,TPE-20250516-123,USB 接口損壞,换接口,锡缺乏症,1.0,1.5,,OK
CHV,CHVP2,A31(AFT）,2026-01-29,TypeC類,TypeC3 Plus,TPE-20250417-224,Fail 3.2 speed,格式化磁盘修复 ,自然磨損,1.0,1.0,,OK
CHV,CHVP2,A31(AFT）,2026-01-29,TypeC類,TypeC3 Plus,TPE-20250417-118,Fail 3.2 speed,格式化磁盘修复 ,自然磨損,1.0,1.0,,OK
CHV,CHVP2,A31(AFT）,2026-01-31,HDMI類,HDMI2.1,TPE-20230425-058,not power,把电容c91,自然磨損,1.0,1.0,,OK
CHV,CHVP3,ABO区,2026-02-06,TypeC類,TypeC3 Plus,TPE-20250417-001,"旧版,右边没有3.0",更新3.00版本,自然磨損,1.0,1.0,,OK
CHV,CHVP3,ABO区,2026-02-06,TypeC類,TypeC3 Plus,TPE-20250417-012,旧版,更新3.00版本,自然磨損,1.0,1.0,,OK
CHV,CHVP3,ABO区,2026-02-06,TypeC類,TypeC3 Plus,TPE-20250417-162,旧版,更新3.00版本,自然磨損,1.0,1.0,,OK
CHV,CHVP3,ABO区,2026-02-06,TypeC類,TypeC3 Plus,TPE-20250417-019,旧版,更新3.00版本,自然磨損,1.0,1.0,,OK
CHV,CHVP3,ABO区,2026-02-06,TypeC類,TypeC3 Plus,TPE-20250417-038,旧版,更新3.00版本,自然磨損,1.0,1.0,,OK
CHV,CHVP3,ABO区,2026-02-06,TypeC類,TypeC3 Plus,TPE-20250417-013,旧版,更新3.00版本,自然磨損,1.0,1.0,,OK
CHV,CHVP3,ABO区,2026-02-06,TypeC類,TypeC3 Plus,TPE-20250417-160,旧版,更新3.00版本,自然磨損,1.0,1.0,,OK
CHV,CHVP3,ABO区,2026-02-06,TypeC類,TypeC3 Plus,TPE-20250417-031,旧版,更新3.00版本,自然磨損,1.0,1.0,,OK
CHV,CHVP3,ABO区,2026-02-06,TypeC類,TypeC3 Plus,TPE-20250417-008,旧版,更新3.00版本,自然磨損,1.0,1.0,,OK
CHV,CHVP3,ABO区,2026-02-06,TypeC類,TypeC3 Plus,TPE-20250417-245,旧版,更新3.00版本,自然磨損,1.0,1.0,,OK
CHV,CHVP3,ABO区,2026-02-06,TypeC類,TypeC3 Plus,TPE-20250417-161,旧版,更新3.00版本,自然磨損,1.0,1.0,,OK
CHV,CHVP3,ABO区,2026-02-06,TypeC類,TypeC3 Plus,TPE-20250417-172,旧版,更新3.00版本,自然磨損,1.0,1.0,,OK
CHV,CHVP2,A31(AFT）,2026-02-07,DUDC類,DUDC Plus,TPE-20250516-048,USB 接口損壞,换接口,锡缺乏症,1.0,1.5,,OK
CHV,CHVP2,A31(AFT）,2026-02-07,DUDC類,DUDC Plus,TPE-20250516-162,USB 接口損壞,换接口,锡缺乏症,1.0,1.5,,OK
CHV,CHVP2,A31(AFT）,2026-02-07,DUDC類,DUDC Plus,TPE-20250516-013,USB 接口損壞,换接口,锡缺乏症,1.0,1.5,,OK
CHV,CHVP2,A31(AFT）,2026-02-07,TypeC類,TypeC2,TPE-20221205-177,用旧版20ROM,更新28ROM版本,自然磨損,1.0,1.0,,OK
CHV,CHVP2,A31(AFT）,2026-02-07,TypeC類,TypeC2,TPE-20221205-093,板子上的pin pad 損壞,报废,报废,1.0,1.0,,报废
CHV,CHVP2,A31(AFT）,2026-02-07,TypeC類,TypeC2,TPE-20221205-262,板子上的pin pad 損壞,报废,报废,1.0,1.0,,报废
CHV,CHVP2,A31(AFT）,2026-02-07,TypeC類,TypeC2,TPE-20221205-252,板子上的pin pad 損壞,报废,报废,1.0,1.0,,报废
CHV,CHVP2,A31(AFT）,2026-02-07,TypeC類,TypeC2,TPE-20221205-086,板子上的pin pad 損壞,报废,报废,1.0,1.0,,报废
CHV,CHVP2,A31(AFT）,2026-02-07,DUDC類,DUDC Plus,TPE-20250516-147,TXRX short test fail,换 switch IC,自然磨損,1.0,1.5,,OK
CHV,CHVP2,A31(AFT）,2026-02-10,TypeC類,TypeC3,TPE-20230912-084,Fail 3.0 bulk,"换 IC SWU13,14",自然磨損,1.0,1.5,,OK
CHV,CHVP2,A31(AFT）,2026-02-10,TypeC類,TypeC3,TPE-20240527-218,用旧版,更新4.90.3 版本,自然磨損,1.0,1.5,,OK
CHV,CHVP2,A31(AFT）,2026-02-11,DP類,DP1.4,TPE-20250605-017,白屏,"换case卡,更新FW",自然磨損,1.0,1.0,,OK
CHV,CHVP2,A31(AFT）,2026-02-11,DP類,DP1.4,TPE-20250605-007,白屏,"换case卡,更新FW",自然磨損,1.0,1.0,,OK
CHV,CHVP2,A31(AFT）,2026-02-11,HDMI類,HDMI2.1,TPE-20250604-019,白屏,"换case卡,更新FW",自然磨損,1.0,1.0,,OK
CHV,CHVP2,A31(AFT）,2026-02-11,DUDC類,DUDC Plus,TPE-20250516-172,USB 接口損壞,换接口,锡缺乏症,1.0,1.5,,OK
CHV,CHVP2,A31(AFT）,2026-02-11,VSB類,VSB DP,TPE-20250213-020,fail DP2,"换接口,换电容,换IC",自然磨損,1.0,2.0,,OK
CHV,CHVP2,A31(AFT）,2026-02-11,VSB類,VSB DP,TPE-20250213-036,fail DP2,"换接口,换电容,换IC",自然磨損,1.0,2.0,,OK
CHV,CHVP2,A31(AFT）,2026-02-12,HDMI類,HDMI2.0,TPE-20230822-261 ,更新FW,更新FW 06ROM,自然磨損,1.0,1.0,,OK
CHV,CHVP2,A31(AFT）,2026-02-12,HDMI類,HDMI2.0,TPE-20230822-009,更新FW,更新FW 06ROM,自然磨損,1.0,1.0,,OK
CHV,CHVP2,A31(AFT）,2026-02-12,HDMI類,HDMI2.0,TPE-20230822-044,更新FW,更新FW 06ROM,自然磨損,1.0,1.0,,OK
CHV,CHVP2,A31(AFT）,2026-02-12,HDMI類,HDMI2.0,TPE-20230822-042,POWER 短路,"更换power接口,换SPQ58/60",自然磨損,1.0,2.0,,OK
CHV,CHVP2,A31(AFT）,2026-02-20,TypeC類,TypeC3,TPE-20240527-182,用旧版,更新4.90.3 版本,自然磨損,1.0,1.5,,OK
CHV,CHVP2,A31(AFT）,2026-02-20,TypeC類,TypeC3,TPE-20240527-057,Fail Test TBT,格式化磁盘修复 ,自然磨損,1.0,1.5,,OK
CHV,CHVP2,A31(AFT）,2026-02-23,DUDC類,DUDC Plus,TPE-20250516-121,USB 接口損壞,换接口,锡缺乏症,1.0,1.5,,OK
CHV,CHVP2,A31(AFT）,2026-02-23,DUDC類,DUDC Plus,TPE-20250516-091,USB 接口損壞,换接口,锡缺乏症,1.0,1.5,,OK
CHV,CHVP2,A31(AFT）,2026-02-23,DUDC類,DUDC Plus,TPE-20250516-073,USB 接口損壞,换接口,锡缺乏症,1.0,1.5,,OK
CHV,CHVP2,ASSY N,2026-02-24,TypeC類,TypeC3 Plus,TPE-20250417-157,旧版,更新版本LCD45机种用,自然磨損,1.0,1.0,,OK
CHV,CHVP2,ASSY N,2026-02-24,TypeC類,TypeC3 Plus,TPE-20250417-228,旧版,更新版本LCD45机种用,自然磨損,1.0,1.0,,OK
CHV,CHVP2,A31(AFT）,2026-02-24,TypeC類,TypeC2,TPE-20221205-052,板子上的pin pad 損壞,跳线,自然磨損,1.0,1.0,,OK
CHV,CHVP2,A31(AFT）,2026-02-24,TypeC類,TypeC2,TPE-20221205-251,板子上的pin pad 損壞,跳线,自然磨損,1.0,1.0,,OK
CHV,CHVP2,A31(AFT）,2026-02-25,HDMI類,HDMI2.0,TPE-20230822-262,冷却风扇損壞,换风扇,自然磨損,1.0,1.0,,OK
CHV,CHVP2,A31(AFT）,2026-02-25,HDMI類,HDMI2.1,TPE-20250418-019,接口損壞,换接口,自然磨損,1.0,1.0,,OK
